trial_num,context_id,is_old,target_pos,target_shape,distractors
699,new_ctx_24452,False,"(0, 0)",T_right,"[((2, 2), 'L_right'), ((7, 5), 'L_up'), ((3, 5), 'L_left'), ((6, 2), 'L_right'), ((0, 7), 'L_up'), ((9, 3), 'L_left'), ((0, 4), 'L_left'), ((8, 0), 'L_left'), ((5, 7), 'L_left'), ((9, 7), 'L_left'), ((4, 0), 'L_left')]"
36,old_ctx_1,True,"(2, 4)",T_right,"[((5, 4), 'L_right'), ((0, 7), 'L_up'), ((6, 7), 'L_right'), ((5, 0), 'L_left'), ((9, 0), 'L_right'), ((7, 2), 'L_up'), ((9, 7), 'L_up'), ((2, 0), 'L_left'), ((0, 2), 'L_up'), ((3, 7), 'L_left'), ((9, 4), 'L_left')]"
376,new_ctx_12556,False,"(0, 7)",T_right,"[((7, 5), 'L_right'), ((0, 0), 'L_up'), ((3, 0), 'L_left'), ((9, 0), 'L_up'), ((5, 7), 'L_right'), ((6, 0), 'L_left'), ((3, 5), 'L_right'), ((9, 3), 'L_left'), ((5, 3), 'L_left'), ((1, 3), 'L_up'), ((9, 7), 'L_down')]"
693,new_ctx_45269,False,"(5, 5)",T_right,"[((3, 7), 'L_left'), ((3, 3), 'L_left'), ((0, 3), 'L_left'), ((9, 5), 'L_right'), ((9, 1), 'L_up'), ((0, 6), 'L_up'), ((0, 0), 'L_left'), ((6, 0), 'L_up'), ((3, 0), 'L_up'), ((7, 7), 'L_up'), ((7, 3), 'L_right')]"
180,old_ctx_6,True,"(9, 2)",T_left,"[((9, 7), 'L_left'), ((4, 5), 'L_up'), ((5, 2), 'L_right'), ((0, 5), 'L_down'), ((0, 1), 'L_down'), ((7, 4), 'L_right'), ((3, 0), 'L_right'), ((7, 0), 'L_right'), ((2, 3), 'L_left'), ((6, 7), 'L_left'), ((2, 7), 'L_down')]"
409,new_ctx_15113,False,"(3, 6)",T_left,"[((9, 6), 'L_right'), ((0, 0), 'L_up'), ((3, 3), 'L_right'), ((0, 7), 'L_down'), ((9, 3), 'L_right'), ((6, 0), 'L_left'), ((0, 4), 'L_left'), ((6, 3), 'L_up'), ((3, 0), 'L_right'), ((9, 0), 'L_left'), ((6, 7), 'L_down')]"
665,new_ctx_43945,False,"(0, 3)",T_left,"[((9, 3), 'L_up'), ((7, 5), 'L_up'), ((6, 0), 'L_up'), ((5, 3), 'L_right'), ((3, 1), 'L_up'), ((5, 7), 'L_down'), ((9, 7), 'L_left'), ((0, 6), 'L_down'), ((0, 0), 'L_down'), ((3, 5), 'L_down'), ((9, 0), 'L_right')]"
292,old_ctx_9,True,"(6, 0)",T_left,"[((3, 0), 'L_up'), ((7, 5), 'L_left'), ((9, 3), 'L_down'), ((2, 5), 'L_up'), ((4, 7), 'L_right'), ((5, 3), 'L_down'), ((0, 7), 'L_left'), ((0, 0), 'L_left'), ((9, 7), 'L_up'), ((9, 0), 'L_left'), ((0, 3), 'L_down')]"
14,old_ctx_0,True,"(9, 4)",T_left,"[((0, 6), 'L_up'), ((3, 1), 'L_left'), ((3, 7), 'L_left'), ((0, 0), 'L_left'), ((6, 3), 'L_down'), ((3, 4), 'L_down'), ((9, 1), 'L_up'), ((6, 6), 'L_up'), ((9, 7), 'L_right'), ((0, 3), 'L_left'), ((6, 0), 'L_down')]"
460,new_ctx_29362,False,"(3, 2)",T_left,"[((7, 6), 'L_left'), ((5, 0), 'L_up'), ((0, 0), 'L_up'), ((9, 4), 'L_left'), ((2, 5), 'L_right'), ((4, 7), 'L_up'), ((9, 0), 'L_left'), ((7, 2), 'L_up'), ((0, 7), 'L_right'), ((5, 4), 'L_left'), ((0, 3), 'L_down')]"
67,old_ctx_2,True,"(3, 5)",T_right,"[((0, 3), 'L_up'), ((9, 0), 'L_down'), ((7, 5), 'L_left'), ((5, 3), 'L_up'), ((0, 0), 'L_down'), ((6, 0), 'L_right'), ((9, 3), 'L_up'), ((9, 7), 'L_right'), ((0, 6), 'L_left'), ((3, 1), 'L_down'), ((5, 7), 'L_up')]"
358,old_ctx_11,True,"(4, 4)",T_right,"[((6, 7), 'L_right'), ((8, 0), 'L_right'), ((2, 2), 'L_left'), ((6, 2), 'L_left'), ((0, 4), 'L_right'), ((9, 4), 'L_up'), ((9, 7), 'L_up'), ((3, 7), 'L_down'), ((0, 0), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_right')]"
501,new_ctx_72258,False,"(4, 5)",T_left,"[((0, 5), 'L_up'), ((2, 3), 'L_down'), ((7, 0), 'L_up'), ((7, 4), 'L_right'), ((6, 7), 'L_up'), ((0, 0), 'L_right'), ((3, 0), 'L_down'), ((9, 7), 'L_right'), ((5, 2), 'L_up'), ((2, 7), 'L_up'), ((9, 2), 'L_left')]"
342,old_ctx_11,True,"(4, 4)",T_right,"[((6, 7), 'L_right'), ((8, 0), 'L_right'), ((2, 2), 'L_left'), ((6, 2), 'L_left'), ((0, 4), 'L_right'), ((9, 4), 'L_up'), ((9, 7), 'L_up'), ((3, 7), 'L_down'), ((0, 0), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_right')]"
496,new_ctx_95163,False,"(7, 2)",T_right,"[((0, 3), 'L_up'), ((1, 0), 'L_right'), ((3, 7), 'L_right'), ((6, 7), 'L_left'), ((5, 4), 'L_right'), ((9, 4), 'L_up'), ((0, 7), 'L_left'), ((5, 0), 'L_right'), ((9, 0), 'L_down'), ((9, 7), 'L_down'), ((3, 2), 'L_up')]"
360,new_ctx_66640,False,"(3, 7)",T_right,"[((9, 7), 'L_left'), ((3, 3), 'L_left'), ((9, 0), 'L_up'), ((0, 1), 'L_left'), ((6, 7), 'L_up'), ((6, 0), 'L_right'), ((9, 4), 'L_right'), ((0, 4), 'L_up'), ((6, 3), 'L_left'), ((3, 0), 'L_down'), ((0, 7), 'L_right')]"
484,new_ctx_76351,False,"(3, 0)",T_left,"[((6, 7), 'L_up'), ((6, 1), 'L_left'), ((9, 0), 'L_up'), ((9, 3), 'L_right'), ((0, 0), 'L_right'), ((6, 4), 'L_down'), ((3, 4), 'L_down'), ((3, 7), 'L_left'), ((9, 7), 'L_right'), ((0, 3), 'L_right'), ((0, 7), 'L_down')]"
502,new_ctx_60879,False,"(3, 3)",T_right,"[((0, 3), 'L_left'), ((3, 0), 'L_down'), ((6, 3), 'L_down'), ((6, 6), 'L_left'), ((9, 4), 'L_right'), ((9, 7), 'L_down'), ((0, 6), 'L_down'), ((3, 6), 'L_right'), ((9, 0), 'L_down'), ((0, 0), 'L_left'), ((6, 0), 'L_left')]"
336,old_ctx_11,True,"(4, 4)",T_right,"[((6, 7), 'L_right'), ((8, 0), 'L_right'), ((2, 2), 'L_left'), ((6, 2), 'L_left'), ((0, 4), 'L_right'), ((9, 4), 'L_up'), ((9, 7), 'L_up'), ((3, 7), 'L_down'), ((0, 0), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_right')]"
653,new_ctx_63398,False,"(3, 0)",T_right,"[((6, 4), 'L_down'), ((0, 1), 'L_left'), ((9, 4), 'L_right'), ((3, 3), 'L_down'), ((9, 0), 'L_right'), ((6, 1), 'L_down'), ((3, 7), 'L_down'), ((6, 7), 'L_right'), ((9, 7), 'L_up'), ((0, 7), 'L_left'), ((0, 4), 'L_up')]"
437,new_ctx_28852,False,"(6, 3)",T_right,"[((3, 0), 'L_right'), ((6, 7), 'L_left'), ((0, 3), 'L_down'), ((9, 6), 'L_left'), ((3, 4), 'L_left'), ((0, 0), 'L_down'), ((9, 0), 'L_right'), ((0, 7), 'L_up'), ((3, 7), 'L_up'), ((6, 0), 'L_left'), ((9, 3), 'L_right')]"
354,old_ctx_11,True,"(4, 4)",T_right,"[((6, 7), 'L_right'), ((8, 0), 'L_right'), ((2, 2), 'L_left'), ((6, 2), 'L_left'), ((0, 4), 'L_right'), ((9, 4), 'L_up'), ((9, 7), 'L_up'), ((3, 7), 'L_down'), ((0, 0), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_right')]"
602,new_ctx_47323,False,"(9, 0)",T_right,"[((9, 3), 'L_down'), ((6, 0), 'L_down'), ((7, 5), 'L_right'), ((5, 3), 'L_down'), ((2, 2), 'L_left'), ((1, 7), 'L_down'), ((3, 5), 'L_up'), ((0, 4), 'L_down'), ((0, 0), 'L_down'), ((9, 7), 'L_left'), ((5, 7), 'L_left')]"
60,old_ctx_2,True,"(3, 5)",T_right,"[((0, 3), 'L_up'), ((9, 0), 'L_down'), ((7, 5), 'L_left'), ((5, 3), 'L_up'), ((0, 0), 'L_down'), ((6, 0), 'L_right'), ((9, 3), 'L_up'), ((9, 7), 'L_right'), ((0, 6), 'L_left'), ((3, 1), 'L_down'), ((5, 7), 'L_up')]"
295,old_ctx_9,True,"(6, 0)",T_left,"[((3, 0), 'L_up'), ((7, 5), 'L_left'), ((9, 3), 'L_down'), ((2, 5), 'L_up'), ((4, 7), 'L_right'), ((5, 3), 'L_down'), ((0, 7), 'L_left'), ((0, 0), 'L_left'), ((9, 7), 'L_up'), ((9, 0), 'L_left'), ((0, 3), 'L_down')]"
516,new_ctx_80879,False,"(4, 4)",T_left,"[((7, 5), 'L_up'), ((9, 3), 'L_up'), ((6, 2), 'L_down'), ((2, 2), 'L_left'), ((2, 7), 'L_right'), ((9, 0), 'L_up'), ((5, 7), 'L_right'), ((0, 4), 'L_down'), ((4, 0), 'L_right'), ((9, 7), 'L_up'), ((0, 0), 'L_up')]"
317,old_ctx_10,True,"(0, 0)",T_right,"[((3, 7), 'L_right'), ((9, 1), 'L_right'), ((3, 0), 'L_right'), ((6, 6), 'L_right'), ((0, 3), 'L_right'), ((6, 3), 'L_down'), ((9, 7), 'L_up'), ((3, 4), 'L_right'), ((6, 0), 'L_up'), ((9, 4), 'L_left'), ((0, 7), 'L_down')]"
624,new_ctx_32558,False,"(0, 0)",T_right,"[((0, 4), 'L_down'), ((5, 2), 'L_down'), ((7, 0), 'L_right'), ((7, 4), 'L_left'), ((3, 0), 'L_up'), ((3, 7), 'L_down'), ((3, 4), 'L_up'), ((9, 6), 'L_left'), ((0, 7), 'L_up'), ((6, 7), 'L_right'), ((9, 2), 'L_left')]"
276,old_ctx_9,True,"(6, 0)",T_left,"[((3, 0), 'L_up'), ((7, 5), 'L_left'), ((9, 3), 'L_down'), ((2, 5), 'L_up'), ((4, 7), 'L_right'), ((5, 3), 'L_down'), ((0, 7), 'L_left'), ((0, 0), 'L_left'), ((9, 7), 'L_up'), ((9, 0), 'L_left'), ((0, 3), 'L_down')]"
719,new_ctx_87468,False,"(2, 5)",T_left,"[((2, 0), 'L_right'), ((5, 0), 'L_left'), ((6, 5), 'L_right'), ((0, 3), 'L_left'), ((8, 7), 'L_right'), ((9, 4), 'L_left'), ((7, 2), 'L_right'), ((4, 3), 'L_right'), ((9, 0), 'L_up'), ((4, 7), 'L_up'), ((0, 7), 'L_down')]"
477,new_ctx_79557,False,"(6, 3)",T_right,"[((3, 7), 'L_down'), ((3, 4), 'L_up'), ((6, 0), 'L_left'), ((9, 6), 'L_down'), ((9, 3), 'L_up'), ((0, 4), 'L_down'), ((3, 1), 'L_left'), ((6, 6), 'L_right'), ((9, 0), 'L_left'), ((0, 7), 'L_left'), ((0, 1), 'L_left')]"
465,new_ctx_50871,False,"(0, 4)",T_right,"[((3, 6), 'L_down'), ((3, 0), 'L_right'), ((6, 7), 'L_right'), ((6, 1), 'L_right'), ((0, 0), 'L_right'), ((9, 4), 'L_right'), ((9, 0), 'L_up'), ((6, 4), 'L_right'), ((3, 3), 'L_right'), ((9, 7), 'L_left'), ((0, 7), 'L_left')]"
178,old_ctx_5,True,"(3, 0)",T_left,"[((6, 7), 'L_up'), ((2, 7), 'L_right'), ((2, 3), 'L_up'), ((7, 4), 'L_up'), ((7, 0), 'L_down'), ((4, 5), 'L_right'), ((5, 2), 'L_right'), ((0, 0), 'L_up'), ((9, 6), 'L_down'), ((0, 5), 'L_right'), ((9, 2), 'L_up')]"
606,new_ctx_94414,False,"(9, 0)",T_right,"[((8, 3), 'L_down'), ((6, 0), 'L_up'), ((9, 6), 'L_right'), ((4, 7), 'L_right'), ((2, 5), 'L_up'), ((3, 0), 'L_down'), ((0, 0), 'L_right'), ((4, 3), 'L_up'), ((0, 7), 'L_right'), ((0, 3), 'L_up'), ((6, 5), 'L_right')]"
415,new_ctx_55635,False,"(1, 0)",T_right,"[((5, 4), 'L_left'), ((9, 7), 'L_left'), ((6, 7), 'L_down'), ((7, 2), 'L_up'), ((0, 4), 'L_right'), ((5, 0), 'L_right'), ((9, 0), 'L_down'), ((3, 7), 'L_right'), ((3, 2), 'L_left'), ((0, 7), 'L_right'), ((9, 4), 'L_down')]"
65,old_ctx_2,True,"(3, 5)",T_right,"[((0, 3), 'L_up'), ((9, 0), 'L_down'), ((7, 5), 'L_left'), ((5, 3), 'L_up'), ((0, 0), 'L_down'), ((6, 0), 'L_right'), ((9, 3), 'L_up'), ((9, 7), 'L_right'), ((0, 6), 'L_left'), ((3, 1), 'L_down'), ((5, 7), 'L_up')]"
671,new_ctx_93497,False,"(6, 0)",T_left,"[((3, 6), 'L_up'), ((6, 6), 'L_left'), ((9, 4), 'L_left'), ((3, 3), 'L_down'), ((0, 1), 'L_up'), ((9, 0), 'L_right'), ((9, 7), 'L_down'), ((0, 4), 'L_right'), ((0, 7), 'L_down'), ((3, 0), 'L_down'), ((6, 3), 'L_right')]"
597,new_ctx_52735,False,"(7, 5)",T_left,"[((9, 0), 'L_up'), ((3, 5), 'L_right'), ((6, 2), 'L_down'), ((2, 2), 'L_up'), ((9, 3), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_left'), ((9, 7), 'L_right'), ((0, 4), 'L_down'), ((0, 0), 'L_right'), ((5, 7), 'L_left')]"
232,old_ctx_7,True,"(7, 5)",T_left,"[((2, 2), 'L_down'), ((4, 4), 'L_down'), ((4, 0), 'L_up'), ((2, 7), 'L_left'), ((0, 5), 'L_left'), ((8, 0), 'L_right'), ((9, 7), 'L_left'), ((9, 3), 'L_down'), ((5, 7), 'L_right'), ((6, 2), 'L_up'), ((0, 0), 'L_down')]"
181,old_ctx_6,True,"(9, 2)",T_left,"[((9, 7), 'L_left'), ((4, 5), 'L_up'), ((5, 2), 'L_right'), ((0, 5), 'L_down'), ((0, 1), 'L_down'), ((7, 4), 'L_right'), ((3, 0), 'L_right'), ((7, 0), 'L_right'), ((2, 3), 'L_left'), ((6, 7), 'L_left'), ((2, 7), 'L_down')]"
202,old_ctx_6,True,"(9, 2)",T_left,"[((9, 7), 'L_left'), ((4, 5), 'L_up'), ((5, 2), 'L_right'), ((0, 5), 'L_down'), ((0, 1), 'L_down'), ((7, 4), 'L_right'), ((3, 0), 'L_right'), ((7, 0), 'L_right'), ((2, 3), 'L_left'), ((6, 7), 'L_left'), ((2, 7), 'L_down')]"
135,old_ctx_4,True,"(6, 7)",T_right,"[((5, 0), 'L_left'), ((9, 7), 'L_down'), ((2, 2), 'L_down'), ((0, 7), 'L_up'), ((4, 4), 'L_left'), ((0, 4), 'L_up'), ((7, 2), 'L_down'), ((9, 0), 'L_down'), ((0, 0), 'L_up'), ((9, 4), 'L_up'), ((3, 7), 'L_left')]"
303,old_ctx_10,True,"(0, 0)",T_right,"[((3, 7), 'L_right'), ((9, 1), 'L_right'), ((3, 0), 'L_right'), ((6, 6), 'L_right'), ((0, 3), 'L_right'), ((6, 3), 'L_down'), ((9, 7), 'L_up'), ((3, 4), 'L_right'), ((6, 0), 'L_up'), ((9, 4), 'L_left'), ((0, 7), 'L_down')]"
512,new_ctx_30758,False,"(9, 2)",T_right,"[((4, 5), 'L_left'), ((5, 2), 'L_down'), ((2, 3), 'L_down'), ((2, 7), 'L_down'), ((6, 7), 'L_right'), ((7, 0), 'L_right'), ((0, 5), 'L_down'), ((0, 0), 'L_up'), ((7, 4), 'L_left'), ((3, 0), 'L_up'), ((9, 6), 'L_down')]"
353,old_ctx_11,True,"(4, 4)",T_right,"[((6, 7), 'L_right'), ((8, 0), 'L_right'), ((2, 2), 'L_left'), ((6, 2), 'L_left'), ((0, 4), 'L_right'), ((9, 4), 'L_up'), ((9, 7), 'L_up'), ((3, 7), 'L_down'), ((0, 0), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_right')]"
249,old_ctx_8,True,"(3, 3)",T_right,"[((0, 4), 'L_right'), ((6, 0), 'L_down'), ((7, 3), 'L_right'), ((7, 7), 'L_right'), ((0, 0), 'L_left'), ((3, 7), 'L_right'), ((9, 0), 'L_right'), ((3, 0), 'L_right'), ((0, 7), 'L_left'), ((9, 5), 'L_up'), ((5, 5), 'L_left')]"
28,old_ctx_0,True,"(9, 4)",T_left,"[((0, 6), 'L_up'), ((3, 1), 'L_left'), ((3, 7), 'L_left'), ((0, 0), 'L_left'), ((6, 3), 'L_down'), ((3, 4), 'L_down'), ((9, 1), 'L_up'), ((6, 6), 'L_up'), ((9, 7), 'L_right'), ((0, 3), 'L_left'), ((6, 0), 'L_down')]"
19,old_ctx_0,True,"(9, 4)",T_left,"[((0, 6), 'L_up'), ((3, 1), 'L_left'), ((3, 7), 'L_left'), ((0, 0), 'L_left'), ((6, 3), 'L_down'), ((3, 4), 'L_down'), ((9, 1), 'L_up'), ((6, 6), 'L_up'), ((9, 7), 'L_right'), ((0, 3), 'L_left'), ((6, 0), 'L_down')]"
346,old_ctx_11,True,"(4, 4)",T_right,"[((6, 7), 'L_right'), ((8, 0), 'L_right'), ((2, 2), 'L_left'), ((6, 2), 'L_left'), ((0, 4), 'L_right'), ((9, 4), 'L_up'), ((9, 7), 'L_up'), ((3, 7), 'L_down'), ((0, 0), 'L_up'), ((0, 7), 'L_down'), ((4, 0), 'L_right')]"
676,new_ctx_77326,False,"(6, 3)",T_left,"[((6, 6), 'L_down'), ((3, 4), 'L_left'), ((3, 0), 'L_down'), ((9, 7), 'L_left'), ((9, 0), 'L_down'), ((0, 3), 'L_up'), ((0, 6), 'L_down'), ((9, 3), 'L_right'), ((3, 7), 'L_right'), ((6, 0), 'L_up'), ((0, 0), 'L_right')]"
185,old_ctx_6,True,"(9, 2)",T_left,"[((9, 7), 'L_left'), ((4, 5), 'L_up'), ((5, 2), 'L_right'), ((0, 5), 'L_down'), ((0, 1), 'L_down'), ((7, 4), 'L_right'), ((3, 0), 'L_right'), ((7, 0), 'L_right'), ((2, 3), 'L_left'), ((6, 7), 'L_left'), ((2, 7), 'L_down')]"
308,old_ctx_10,True,"(0, 0)",T_right,"[((3, 7), 'L_right'), ((9, 1), 'L_right'), ((3, 0), 'L_right'), ((6, 6), 'L_right'), ((0, 3), 'L_right'), ((6, 3), 'L_down'), ((9, 7), 'L_up'), ((3, 4), 'L_right'), ((6, 0), 'L_up'), ((9, 4), 'L_left'), ((0, 7), 'L_down')]"
150,old_ctx_5,True,"(3, 0)",T_left,"[((6, 7), 'L_up'), ((2, 7), 'L_right'), ((2, 3), 'L_up'), ((7, 4), 'L_up'), ((7, 0), 'L_down'), ((4, 5), 'L_right'), ((5, 2), 'L_right'), ((0, 0), 'L_up'), ((9, 6), 'L_down'), ((0, 5), 'L_right'), ((9, 2), 'L_up')]"
179,old_ctx_5,True,"(3, 0)",T_left,"[((6, 7), 'L_up'), ((2, 7), 'L_right'), ((2, 3), 'L_up'), ((7, 4), 'L_up'), ((7, 0), 'L_down'), ((4, 5), 'L_right'), ((5, 2), 'L_right'), ((0, 0), 'L_up'), ((9, 6), 'L_down'), ((0, 5), 'L_right'), ((9, 2), 'L_up')]"
201,old_ctx_6,True,"(9, 2)",T_left,"[((9, 7), 'L_left'), ((4, 5), 'L_up'), ((5, 2), 'L_right'), ((0, 5), 'L_down'), ((0, 1), 'L_down'), ((7, 4), 'L_right'), ((3, 0), 'L_right'), ((7, 0), 'L_right'), ((2, 3), 'L_left'), ((6, 7), 'L_left'), ((2, 7), 'L_down')]"
